N,P,K,temperature,humidity,ph,rainfall,label
80.58461359763078,30.84574422529995,73.4657068752008,29.58726117547149,77.11430140803958,7.52972412805637,80.59406046733142,Cotton
113.09574824409185,44.0388082405686,80.30054422185856,21.7886309040774,67.52925063183446,6.2203530857284175,78.7242064167293,Soybean
112.43261991087964,50.2356467651759,80.18961305042384,20.95844152105447,68.02224203879287,6.375730861826345,59.00342234586512,Soybean
89.79765154678675,52.51463634139242,85.65091288238641,21.071289726953122,75.50599397517698,7.217647640893941,73.29358990267092,Maize
117.17739271158213,42.27124014858708,69.17609233373871,14.922226703513008,52.12878247416148,6.906551781796815,69.76879523619611,Wheat
117.05429187736154,44.355343999020135,78.00798737203701,22.483115641913425,87.22757604793124,5.080986017811327,255.74334421556017,Rice
115.11469795191677,47.61463536744219,76.20766028773595,22.057749087168624,58.58776063012434,6.161503032728025,64.14761055491147,Wheat
152.78471299822448,59.81024236739914,94.043159002465,22.1701018676545,78.47004233937382,6.765359054957208,233.29392499906066,Sugarcane
141.10360556077842,65.00125517459567,94.26698886295124,23.085796752279364,69.09413008523182,6.542027410775744,235.84399157271352,Sugarcane
78.48323445315194,29.893116773212196,77.28972805536452,29.052607997315807,67.87828798706374,5.708562194364596,94.72186315988301,Cotton
124.38120608401513,52.31433147118725,97.53937654338834,25.496249308719605,68.695518415074,6.758639847003412,189.59144753682293,Sugarcane
137.49357951463847,43.84582379202297,88.67552643694073,30.253192415098663,74.74472565974334,5.58612167530184,168.08454862669439,Rice
96.70640766594917,42.59691007906136,63.48901388440298,22.414570322451272,75.90942635826585,6.761738950549152,68.17722854558532,Wheat
81.01258488755626,38.392256599194205,74.31320108292576,22.932004611568615,64.36237676716664,6.3465354474840865,57.233797798381424,Wheat
111.95272956054369,34.45695040957127,71.03977359471666,12.393604689993726,63.026886327120266,6.593312286448697,85.29465160394221,Barley
100.88457989401776,59.32311774073119,87.98444579132793,23.663122294065406,76.40326748732937,6.9172781352718316,96.36358691601806,Groundnut
111.69856929550728,45.356254378978186,89.21900549685459,26.316418534398103,61.04914179353247,6.360103647542742,62.230194254219064,Maize
72.10668682765684,33.40532205474518,76.25233950729918,17.67899082364759,59.92381791608093,7.093780811482908,72.81339397176383,Barley
91.99840541750837,34.23555117709251,69.85549226928836,28.245388755672977,72.86809903558458,7.4599111778996114,86.24576132883885,Cotton
88.36607893534611,47.152325381880395,86.43098843850527,19.670670309441732,76.34136062596585,6.865521015482646,83.34138433035713,Maize
103.54005555668132,49.443275278311795,60.96297885675052,20.06963398181626,80.93546806707394,7.374035478896388,95.56040090995006,Wheat
104.87504684996671,40.86553966660222,75.70176876088328,12.382457329848041,71.16427140684874,6.872386793654494,73.50846324844584,Barley
106.29905350232283,42.85437183991693,86.87215383768348,26.236395439159793,66.38687475116494,6.210270043259958,79.19244639590556,Maize
115.21353985788788,48.38324381456671,69.25354903238402,19.03228328731547,56.39631289947723,7.228618399791379,98.0133574260907,Wheat
107.27340643120526,69.43071205375026,103.22029608302682,18.667940631910614,72.39557939487183,6.194501818724636,110.69984402015292,Tomato
89.86469979503512,45.754360188228254,71.8903935876148,15.615710782440226,61.76205377503861,7.486799965450443,101.57221308212564,Wheat
102.08759796908363,64.98639564099187,106.23130092699526,15.26159861921706,86.62048064376947,6.288383020622977,118.3079848833849,Potato
106.17155099649786,44.18234246453639,89.31329871125513,29.526104960075642,83.53406444520094,5.593367779611089,182.37995973319548,Rice
134.84324897208077,60.577246155650975,96.21970228670656,22.65933143557172,80.52761631077759,6.671281056037153,109.04655000968762,Tomato
102.09144948564102,54.58390698135818,78.21647801508072,29.0301936162604,80.13651748790508,5.127848813753438,196.04689794916277,Rice
75.95164749089605,37.104359474078024,70.23856070115134,24.428723464175466,84.37170979388964,6.1154373923445124,58.17013368212298,Cotton
129.10754572167846,48.15158993619328,80.26641932917993,24.658842115472694,72.84567102705678,6.577053284890556,200.6973300984251,Rice
103.16726012060656,54.469777874427564,97.0112901103321,25.59091200524161,66.47709938307422,5.606649616312198,114.44467442357815,Tomato
108.74324591071404,64.67092633828184,104.00789552736927,26.72159364232862,71.92297688816662,5.523462207408375,80.11569281762463,Tomato
70.6617309873198,32.7563492495599,79.12486249050437,22.42553373239903,59.27064297963049,8.035507564652523,81.84074572459603,Cotton
93.44187025970379,48.68812228792869,83.12545942058622,20.68892248641107,83.628615074848,6.75080789232116,61.5825811262074,Soybean
75.50824287656849,44.77253848383522,75.18041168547164,26.991168622533174,80.43618297349195,6.894432436889853,93.11798479680802,Groundnut
116.44526774963555,58.437492706871,110.88740585290806,17.67878204301876,73.73084712374916,5.811110435565965,116.98211447201741,Potato
136.24358946006697,67.98586318713986,92.38744088022965,22.264798133453933,82.72124476923901,5.548094087012547,80.93216515352853,Tomato
158.48823675508294,65.29588991726408,95.08458189885775,24.595701573874276,84.70249460725768,6.732644137030498,202.91713130258427,Sugarcane
82.13711454540547,44.56296587465456,85.21885682536856,29.856235024791648,62.91894338168021,6.930647867816549,69.03353960555748,Groundnut
98.94508633596095,57.4598713482407,113.94412161664366,15.48553936339059,82.60883094990949,6.436488340435407,147.01708792918743,Potato
101.19203329062049,55.87394133825143,86.3331765386688,27.2681097508373,82.85491430373116,7.528315460041383,234.20239289852944,Rice
121.63376381083923,51.4618873352643,85.04144498101608,26.495844405251265,86.18171228902095,5.754328541515206,190.25622097236104,Rice
98.8251418012826,40.06167246203632,73.21793722653621,13.651652201658989,63.35799484707184,6.322253554592148,96.58238730054431,Wheat
97.63955554842451,41.88722297513368,87.00501022217458,23.14376610368593,68.90591088348512,6.914059163278785,62.4518519233477,Groundnut
110.5784326296334,49.80077605668686,75.07171475470862,25.63191336110614,75.26474759004861,6.840747705494482,86.71585878105907,Groundnut
136.5028279903238,57.47640932725787,95.2567763621561,18.94072410637307,69.69307676198403,5.59090111604708,107.32756719577814,Tomato
96.30167946806496,46.84963824984246,67.27709311802056,12.871515364461445,59.41812401204056,6.223181198252041,54.45897989931373,Barley
82.54837358031033,41.10878476810023,84.78877126239135,26.588110659233543,82.57524237904352,6.533708769418538,81.25211024758649,Soybean
110.47362944053305,67.68553157894057,103.3619879779738,24.9011595189312,79.4149598591735,6.618117581488924,94.39486427505187,Tomato
104.16666279434689,54.269073096324064,101.27310498902398,25.077621406232883,74.41080103651908,6.7936475687797815,75.99414254939383,Tomato
128.56915838343377,57.31992000105674,108.7521660031858,26.485333423436977,73.76634021482415,7.209388920462466,211.24366791336743,Sugarcane
88.00197838529606,49.26072698330561,79.2159836258568,25.794046902721036,77.05941103490163,6.781046076413126,92.51911801557017,Soybean
104.16269302211987,40.6575845234636,74.7838416158921,23.48196834937546,61.7813141771332,7.074595605574527,99.43873246742805,Maize
72.79968876441367,29.637847769652677,72.55482043759154,13.106458552679054,57.57197049297483,6.556565098676081,74.70683576210058,Barley
129.2771268020593,41.77689870021989,84.7158931065249,22.726842817381666,62.025183252115276,6.193282939257824,61.955149549914324,Maize
102.66943126977665,43.99773174854571,70.52686607115278,22.652453958973002,84.15035765962692,6.795773421650129,260.5626394715969,Rice
98.10852709261135,36.23440020544853,74.46943413530289,23.626171387361055,72.7500386204301,7.392552537788692,66.72969889500189,Cotton
118.73534190891182,48.52828062889998,78.91496727844306,28.935942660673682,82.91159365977364,6.869675487208776,93.29707820940853,Soybean
128.1371066222559,59.42811410014559,105.45426243104941,21.776310424101208,74.14258586417587,6.263733743075712,161.04399710444088,Sugarcane
124.6651100648602,51.10104883229857,118.66117525649499,17.79796567816152,85.95875256137761,5.717552079779271,119.87871919350081,Potato
123.3423338304123,59.84115031530652,101.9294848345784,18.067621517865422,70.14886038006843,5.194094601399573,97.90026250956583,Potato
102.34906607141855,39.9476317478569,88.86583946695526,29.292628941024905,72.35104219387836,6.541108611699509,66.43435036947025,Groundnut
114.23401445852878,57.700811510652116,89.09392461679602,23.072539006532846,70.8704649608328,5.927531218801172,202.37768645395732,Rice
118.11319421829705,51.94939572889629,78.73234982050077,22.12726899588871,73.01269034200068,6.238132045309647,84.25436402436384,Soybean
106.23202759438847,48.32745352572704,65.6254787486531,14.495527842658463,70.89404834558651,6.304873117080322,61.77258266271352,Barley
155.69997738238436,52.0991586449444,108.94192542375254,22.163069742277663,66.30792136303639,7.2051365027213325,228.1931411046883,Sugarcane
78.56255573566494,55.30206161249646,74.10655975954747,29.28687493112857,69.63149605866454,5.997659854789649,82.60758959990548,Groundnut
101.08841717035551,52.831969489041185,97.93471984602857,23.27604776554813,83.32743451569327,6.484337430601339,86.54918222269438,Tomato
102.43153241073853,47.55886928619661,73.9220820825813,28.16995655241228,69.5692048313519,6.125934491248351,52.676615751906944,Cotton
111.73574208764663,52.50563717293163,89.54303320420946,31.86425934363742,79.52893047062898,6.444345610371188,267.59665629424495,Rice
118.60526845799792,54.99313801790618,75.02388385747696,31.967349024262408,83.33452336949748,5.542165194969738,201.46829889397594,Rice
129.36346960947878,58.57777101210527,73.92144323329774,29.0089242491579,74.30220004590551,5.180543912115329,258.46255031897726,Rice
112.70429967253334,51.799305585842085,76.45081104852737,21.398730688457235,79.09893032119334,7.172942908545214,108.49568699698857,Maize
128.7928447269676,64.13988045685613,96.51537476107086,25.614664401117896,69.47186539283081,7.072555299894769,208.4146726932885,Sugarcane
113.03910983234901,47.1217859558767,68.52939458439546,22.786432155650292,74.52269595070015,6.882212999028419,83.47745978185216,Wheat
93.52451786703101,40.466538629367896,85.56496164824418,26.81100598231215,72.28051453347291,6.989019838023322,68.077027159819,Soybean
88.5787526480144,54.148001735102255,76.67063776301221,24.793221333826686,84.31350532390861,6.782982998247537,65.86283050397502,Soybean
73.38015030817455,52.76276547000257,73.11264086601085,23.751312443933713,83.58949071347338,6.687100645190065,78.85072876703275,Groundnut
104.06495096144454,41.10619845531578,74.35419888676196,12.796105910922616,61.80852503465107,7.183871294950188,42.2894134083551,Barley
97.10617021142474,40.87807484496999,68.80464788283102,15.328860958869074,52.47613537258223,6.883840666958706,43.9200118516161,Barley
110.0601293165692,69.58440742399537,118.38518482508178,16.610953863688348,71.68453056459387,6.138884371043941,127.47506600624872,Potato
87.10875292727535,45.89456108500758,64.19605352555539,21.46078444386828,74.65987250060293,6.234556818924788,87.19428154176411,Cotton
82.20507769528884,45.85367665681476,62.0574961879027,17.136085264727498,56.199919403338484,6.264472835820579,62.5787183968977,Barley
126.53533548707658,51.71758036856782,75.3185709434908,24.187186572508793,77.27966532390066,6.858222748240958,75.00432832560844,Maize
110.331814886225,36.426016395652084,79.28701820674412,23.256009859113107,58.807712923908426,6.4978733110703395,83.64546557072674,Wheat
79.94784321119127,32.63455945773659,74.9831868284347,12.306618907613837,60.09257768233405,7.398948817630336,69.19445782768878,Wheat
113.96709394398067,60.51684717924848,92.90106973141881,21.805544298245337,70.30510429390263,5.961167409588296,101.6933554632083,Tomato
74.08199161472393,51.88640126695366,80.1265266727612,27.267102671043784,74.38313976555366,5.752009428169365,72.34881782543516,Groundnut
117.60065225559569,52.04789615889122,105.16628084830998,16.121369037688233,82.86711206495255,6.220537344423435,94.30350853177968,Potato
108.4445345924388,51.81800768328588,86.48135927202496,25.003868667700942,80.54418288255167,7.3570156763407475,276.8411635034704,Rice
132.01303213326935,46.957784642506354,87.58209964002543,24.418555435618305,77.69778511821096,7.0386975612050025,154.93571142024692,Rice
91.24036248228141,47.960437176615706,72.1878866885344,24.674843022529572,64.19484905114517,6.83512718496129,103.68097043375685,Maize
104.82545242370155,42.723651612813136,78.74220322640194,22.896773578897943,88.46769253585632,5.8375475410851205,281.50748641194076,Rice
119.17068364358067,65.80555542819715,107.63171328261387,18.924344398630094,67.22670546681407,6.099704932385163,105.29390275328862,Tomato
83.41584902352105,44.83243126350144,83.15930920056162,28.589060503644983,69.31479106959328,6.866295237906491,77.9092600406024,Soybean
108.74046086811315,37.716086723312834,64.51682273725798,13.081985050597387,70.94247093782008,6.902067205254467,51.29955342420874,Barley
